REF_DATE,GEO,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (hectares),Total farm value (dollars)
1923,PP,Oats,17,1655,6041000,3655000,99725
1923,PP,"Peas, dry",56,1600,4000,2500,223
1923,PP,"Rye, all",18,1005,529100,527200,9320
1923,PP,Sugar beets,0,0,0,0,0
1923,PP,Tame hay,0.86,3890,1207000,310000,10320
1923,PP,"Wheat, all",24,1455,12308000,8449000,294686
1923,PEI,Barley,34,1500,4500,3000,152
1923,PEI,Buckwheat,41,1565,1800,1150,74
1923,PEI,Corn for silage,0.53,1500,3000,200,16
1923,PEI,Mixed grains,28,2095,15100,7200,420
1923,PEI,Oats,28,1335,90700,67950,2565
1923,PEI,"Peas, dry",80,1500,150,100,12
1923,PEI,Tame hay,1.33,3000,291000,97000,3856
1923,PEI,"Wheat, all",42,1255,15650,12450,655
1923,QU,Barley,42,1250,63000,50500,2629
1923,QU,"Beans, all dry (white and coloured)",113,1260,8000,6350,907
1923,QU,Buckwheat,44,1170,73700,63100,3264
1923,QU,Corn for grain,60,1450,19000,13100,1148
1923,QU,Corn for silage,0.52,19210,709000,36900,3708
1923,QU,Flaxseed,97,540,650,1200,63
1923,QU,Mixed grains,40,1380,62700,45400,2486
1923,QU,Oats,37,1025,753300,736500,28026
1923,QU,"Peas, dry",97,1025,17000,16550,1646
1923,QU,"Rye, all",49,925,5100,5500,250
1923,QU,Tame hay,1.21,3220,5183000,1608000,62651
1923,QU,"Wheat, all",54,1080,32500,30100,1758
1923,SK,Barley,16,1620,420000,259000,6747
1923,SK,"Beans, all dry (white and coloured)",110,1715,600,350,66
1923,SK,Corn for silage,0.58,1108,277000,25000,1600
1923,SK,Flaxseed,69,745,139600,188000,9614
1923,SK,Mixed grains,15,1620,19300,11900,283
1923,SK,Oats,16,1695,3363000,1982000,54519
1923,SK,"Peas, dry",61,1875,1500,800,91
1923,SK,"Rye, all",18,945,217700,230000,3861
1923,SK,"Rye, fall remaining",18,910,142000,NA,2520
1923,SK,"Rye, spring",18,1025,75700,74000,1341
1923,SK,Tame hay,0.89,4000,400000,100000,3551
1923,SK,"Wheat, all",24,1430,7392000,5176000,176554
1924,AB,Barley,27,1345,269000,200000,7285
1924,AB,"Beans, all dry (white and coloured)",70,500,100,200,7
1924,AB,Corn for silage,0.55,6560,179000,27300,985
1924,AB,Flaxseed,76,235,1400,6000,106
1924,AB,Mixed grains,31,1260,6800,5400,209
1924,AB,Oats,27,915,852000,932000,22653
1924,AB,"Peas, dry",75,1145,800,700,60
1924,AB,"Rye, all",38,630,69900,111000,2662
1924,AB,"Rye, fall remaining",58,630,46000,NA,2662
1924,AB,"Rye, spring",0,630,23900,38000,0
1924,AB,Sugar beets,0,0,0,0,0
1924,AB,Tame hay,1.2,2690,323000,120000,3864
1924,AB,"Wheat, all",44,740,1669000,2256000,73575
1924,BC,Barley,44,1680,4200,2500,186
1924,BC,"Beans, all dry (white and coloured)",116,1835,550,300,64
1924,BC,Corn for silage,1.37,23000,46000,2000,630
1924,BC,Flaxseed,68,725,400,550,27
1924,BC,Mixed grains,43,1750,2800,1600,121
1924,BC,Oats,44,1415,41100,29000,1813
1924,BC,"Peas, dry",87,1780,1600,900,139
1924,BC,"Rye, all",46,970,3000,3100,139
1924,BC,Tame hay,2.24,4270,282000,66000,6318
1924,BC,"Wheat, all",53,1450,27700,19100,1466
1924,CA,Barley,32,1400,1933700,1379400,61760
1924,CA,"Beans, all dry (white and coloured)",102,1115,32450,29050,3307
1924,CA,Buckwheat,41,1390,248400,179000,10149
1924,CA,Corn for grain,47,2545,304800,119700,14227
1924,CA,Corn for silage,0.56,17910,5207000,290700,29380
1924,CA,Flaxseed,77,475,246200,516350,18849
1924,CA,Mixed grains,35,1905,653000,343050,22626
1924,CA,Oats,32,1070,6260850,5863550,200688
1924,CA,"Peas, dry",64,1215,88150,72600,5676
1924,CA,"Rye, all",39,970,349400,360800,13679
1924,CA,"Rye, fall remaining",42,1055,297700,NA,12616
1924,CA,"Rye, spring",21,665,51700,78000,1063
1924,CA,Sugar beets,0.75,20700,303000,14600,2268
1924,CA,Tame hay,1.23,3520,14711000,4179000,180292
1924,CA,"Wheat, all",45,800,7132200,8924950,320362
1924,MA,Barley,32,1605,891000,556000,28646
1924,MA,Corn for silage,0.66,12830,313000,24400,2070
1924,MA,Flaxseed,76,660,86400,131000,6602
1924,MA,Mixed grains,28,1525,9000,5900,251
1924,MA,Oats,30,1380,1091000,790000,33243
1924,MA,"Peas, dry",72,1250,500,400,36
1924,MA,"Rye, all",39,1260,148800,118000,5875
1924,MA,"Rye, fall remaining",39,1290,138000,NA,5450
1924,MA,"Rye, spring",39,980,10800,11000,425
1924,MA,Tame hay,1.1,4150,498000,120000,5490
1924,MA,"Wheat, all",46,1135,1128000,995000,51415
1924,MP,Barley,47,1470,10300,7000,480
1924,MP,Mixed grains,39,1675,19500,11650,759
1924,MP,Oats,43,1150,228550,198350,9743
1924,MP,Tame hay,1.29,3070,1610000,524000,20724
1924,MP,"Wheat, all",60,1240,24700,19950,1485
1924,NB,Barley,46,1585,3250,2050,150
1924,NB,"Beans, all dry (white and coloured)",131,1300,650,500,85
1924,NB,Buckwheat,35,1410,21850,15500,771
1924,NB,Corn for silage,0.55,21050,20000,950,110
1924,NB,Mixed grains,37,1630,1550,950,57
1924,NB,Oats,41,1095,91000,83050,3751
1924,NB,"Peas, dry",84,1100,550,500,46
1924,NB,"Rye, all",55,2000,200,100,11
1924,NB,Tame hay,1.32,2500,540000,216000,7140
1924,NB,"Wheat, all",65,1190,5600,4700,364
1924,NS,Barley,48,1420,4050,2850,195
1924,NS,"Beans, all dry (white and coloured)",140,1230,800,650,112
1924,NS,Buckwheat,51,1235,3650,2950,186
1924,NS,Corn for silage,0.62,15000,6000,400,37
1924,NS,Mixed grains,54,1680,2350,1400,128
1924,NS,Oats,50,1270,59450,46850,2988
1924,NS,"Peas, dry",88,1250,250,200,22
1924,NS,"Rye, all",40,1000,100,100,4
1924,NS,Tame hay,1.3,3560,733000,206000,9494
1924,NS,"Wheat, all",60,1230,4550,3700,271
1924,ON,Barley,36,1785,317200,177700,11287
1924,ON,"Beans, all dry (white and coloured)",97,1110,23300,21000,2271
1924,ON,Buckwheat,38,1440,140400,97400,5401
1924,ON,Corn for grain,46,2645,283000,107000,12924
1924,ON,Corn for silage,0.54,22130,3608000,163000,19527
1924,ON,Flaxseed,64,755,2000,2650,128
1924,ON,Mixed grains,34,2060,538900,261300,18149
1924,ON,Oats,33,1505,1762000,1170400,58794
1924,ON,"Peas, dry",56,1260,66850,53000,3771
1924,ON,"Rye, all",40,1140,58400,51200,2331
1924,ON,Sugar beets,0.75,20700,303000,14600,2268
1924,ON,Tame hay,1.2,3820,6063000,1589000,72922
1924,ON,"Wheat, all",47,1905,635000,333000,29711
1924,ON,"Wheat, spring",48,1295,53000,41000,2532
1924,ON,"Wheat, winter remaining",47,1995,582000,NA,27179
1924,PP,Barley,30,1345,1538000,1142000,46868
1924,PP,Corn for silage,0.63,8550,743000,86900,4695
1924,PP,Flaxseed,77,475,243200,512000,18640
1924,PP,Mixed grains,29,1260,29200,23200,835
1924,PP,Oats,28,925,3444000,3722000,97754
1924,PP,"Peas, dry",73,1205,2050,1700,150
1924,PP,"Rye, all",38,940,282700,301000,10919
1924,PP,Sugar beets,0,0,0,0,0
1924,PP,Tame hay,1.09,3330,1197000,360000,13022
1924,PP,"Wheat, all",45,750,6414000,8525000,285821
1924,PEI,Barley,45,1430,3000,2100,135
1924,PEI,Buckwheat,47,1235,1050,850,49
1924,PEI,Corn for silage,0.53,1600,4000,250,21
1924,PEI,Mixed grains,37,1675,15600,9300,574
1924,PEI,Oats,38,1140,78100,68450,3004
1924,PEI,"Peas, dry",80,1000,100,100,8
1924,PEI,Tame hay,1.21,3300,337000,102000,4090
1924,PEI,"Wheat, all",58,1260,14550,11550,850
1924,QU,Barley,46,1275,64000,50200,2939
1924,QU,"Beans, all dry (white and coloured)",110,1130,6850,6050,753
1924,QU,Buckwheat,46,1305,81450,62300,3742
1924,QU,Corn for grain,60,1715,21800,12700,1303
1924,QU,Corn for silage,0.56,20970,780000,37200,4360
1924,QU,Flaxseed,90,520,600,1150,54
1924,QU,Mixed grains,44,1380,62600,45300,2762
1924,QU,Oats,41,1055,785200,743800,32584
1924,QU,"Peas, dry",92,1035,16750,16200,1540
1924,QU,"Rye, all",55,945,5000,5300,275
1924,QU,Tame hay,1.21,3390,5559000,1640000,67306
1924,QU,"Wheat, all",61,1105,30800,27900,1879
1924,SK,Barley,29,980,378000,386000,10937
1924,SK,"Beans, all dry (white and coloured)",70,570,200,350,14
1924,SK,Corn for silage,0.65,713,251000,35200,1640
1924,SK,Flaxseed,77,415,155400,375000,11932
1924,SK,Mixed grains,28,1125,13400,11900,375
1924,SK,Oats,28,750,1501000,2000000,41858
1924,SK,"Peas, dry",72,1250,750,600,54
1924,SK,"Rye, all",37,890,64000,72000,2382
1924,SK,"Rye, fall remaining",37,1095,47000,NA,1744
1924,SK,"Rye, spring",38,585,17000,29000,638
1924,SK,Tame hay,0.98,3130,376000,120000,3668
1924,SK,"Wheat, all",44,685,3617000,5274000,160831
1925,AB,Barley,20,1385,245000,177000,4836
1925,AB,"Beans, all dry (white and coloured)",73,1500,150,100,11
1925,AB,Corn for silage,0.91,4670,14000,3000,127
1925,AB,Flaxseed,70,300,2100,7000,148
1925,AB,Mixed grains,20,960,2300,2400,47
1925,AB,Oats,21,1180,906000,769000,18758
1925,AB,"Peas, dry",54,1000,700,700,38
1925,AB,"Rye, all",27,725,22500,31000,599
1925,AB,"Rye, fall remaining",27,650,13000,NA,350
1925,AB,"Rye, spring",26,865,9500,11000,249
1925,AB,Sugar beets,0.65,17100,37600,2200,245
1925,AB,Tame hay,1.43,2430,194000,80000,2783
1925,AB,"Wheat, all",44,1230,2666000,2164000,116735
1925,BC,Barley,43,1600,4000,2500,173
1925,BC,"Beans, all dry (white and coloured)",109,1375,550,400,60
1925,BC,Corn for silage,1.06,25380,66000,2600,701
1925,BC,Flaxseed,73,600,300,500,22
1925,BC,Mixed grains,44,1750,2800,1600,124
1925,BC,Oats,42,1400,43300,30900,1798
1925,BC,"Peas, dry",91,1600,1600,1000,146
1925,BC,"Rye, all",44,905,2900,3200,128
1925,BC,Tame hay,2.1,4670,341000,73000,7159
1925,BC,"Wheat, all",53,1505,29200,19400,1533
1925,CA,Barley,24,1330,1896450,1426250,46014
1925,CA,"Beans, all dry (white and coloured)",95,1240,40850,32900,3877
1925,CA,Buckwheat,39,1195,229600,191900,8965
1925,CA,Corn for grain,37,2775,268000,96500,9939
1925,CA,Corn for silage,0.44,20280,4256000,209850,18911
1925,CA,Flaxseed,73,465,158400,340550,11542
1925,CA,Mixed grains,32,1940,675650,348100,21432
1925,CA,Oats,27,1220,6204600,5081200,167171
1925,CA,"Peas, dry",60,1255,92900,74000,5616
1925,CA,"Rye, all",30,900,232800,259050,7048
1925,CA,"Rye, fall remaining",31,910,199400,NA,6113
1925,CA,"Rye, spring",28,845,33400,39500,935
1925,CA,Sugar beets,0.67,23800,416100,17500,2794
1925,CA,Tame hay,1.17,3640,15009000,4129000,175006
1925,CA,"Wheat, all",45,1280,10762900,8412500,487736
1925,MA,Barley,22,1280,854000,666000,19063
1925,MA,Buckwheat,40,555,2100,3800,84
1925,MA,Corn for silage,0.89,8530,58000,6800,518
1925,MA,Flaxseed,74,595,28600,48000,2122
1925,MA,Mixed grains,21,1095,4600,4200,97
1925,MA,Oats,22,1175,773000,657000,17385
1925,MA,"Peas, dry",54,1750,700,400,38
1925,MA,"Rye, all",30,810,83200,102500,2479
1925,MA,"Rye, fall remaining",30,810,76000,NA,2268
1925,MA,"Rye, spring",29,845,7200,8500,211
1925,MA,Tame hay,1.06,2770,194000,70000,2066
1925,MA,"Wheat, all",45,1190,915000,770000,40940
1925,MP,Barley,43,1415,9850,6950,421
1925,MP,Mixed grains,33,1655,19850,12000,652
1925,MP,Oats,38,1210,250000,206900,9468
1925,MP,Tame hay,1.14,3840,2019000,526000,23019
1925,MP,"Wheat, all",58,1195,25900,21700,1504
1925,NB,Barley,35,1345,3300,2450,114
1925,NB,"Beans, all dry (white and coloured)",98,1085,650,600,64
1925,NB,Buckwheat,37,1385,25100,18150,934
1925,NB,Corn for silage,0.44,22860,32000,1400,140
1925,NB,Mixed grains,44,1460,1900,1300,83
1925,NB,Oats,39,1150,105100,91200,4088
1925,NB,"Peas, dry",102,865,650,750,66
1925,NB,"Rye, all",50,1000,100,100,5
1925,NB,Tame hay,1.26,3900,865000,222000,10899
1925,NB,"Wheat, all",67,1140,6150,5400,415
1925,NS,Barley,51,1480,3850,2600,197
1925,NS,"Beans, all dry (white and coloured)",134,1135,850,750,114
1925,NS,Buckwheat,46,1150,3500,3050,160
1925,NS,Corn for silage,0.44,22220,10000,450,44
1925,NS,Mixed grains,49,1655,2650,1600,131
1925,NS,Oats,49,1260,59800,47450,2912
1925,NS,"Peas, dry",80,1600,400,250,32
1925,NS,"Rye, all",30,2000,100,50,3
1925,NS,Tame hay,1.02,4050,822000,203000,8365
1925,NS,"Wheat, all",63,1210,4650,3850,292
1925,ON,Barley,31,1840,324800,176600,10070
1925,ON,"Beans, all dry (white and coloured)",90,1270,31400,24700,2840
1925,ON,Buckwheat,34,1165,121450,104400,4098
1925,ON,Corn for grain,35,2940,247000,84000,8763
1925,ON,Corn for silage,0.4,21720,3279000,151000,13228
1925,ON,Flaxseed,75,785,3100,3950,232
1925,ON,Mixed grains,31,2090,576500,275800,17697
1925,ON,Oats,28,1585,1821400,1148300,51288
1925,ON,"Peas, dry",51,1315,70950,54000,3592
1925,ON,"Rye, all",32,1135,45300,39900,1445
1925,ON,Sugar beets,0.67,24700,378500,15300,2549
1925,ON,Tame hay,1.33,3630,6016000,1657000,79719
1925,ON,"Wheat, all",45,1975,686400,347900,30649
1925,ON,"Wheat, spring",45,1445,66400,45900,3004
1925,ON,"Wheat, winter remaining",45,2055,620000,NA,27644
1925,PP,Barley,22,1255,1493000,1190000,32344
1925,PP,Corn for silage,0.93,6380,113000,17700,1047
1925,PP,Flaxseed,73,460,154400,335000,11221
1925,PP,Mixed grains,22,1010,13100,13000,286
1925,PP,Oats,22,1105,3257000,2944000,71671
1925,PP,"Peas, dry",58,1380,2350,1700,137
1925,PP,"Rye, all",29,850,178400,210500,5141
1925,PP,Sugar beets,0.65,17100,37600,2200,245
1925,PP,Tame hay,1.23,2550,510000,200000,6270
1925,PP,"Wheat, all",45,1250,9989000,7996000,451956
1925,PEI,Barley,41,1420,2700,1900,110
1925,PEI,Buckwheat,39,1350,1350,1000,52
1925,PEI,Corn for silage,0.5,1667,5000,300,25
1925,PEI,Mixed grains,29,1680,15300,9100,438
1925,PEI,Oats,29,1245,85100,68250,2468
1925,PEI,"Peas, dry",60,1000,100,100,6
1925,PEI,Tame hay,1.13,3290,332000,101000,3755
1925,PEI,"Wheat, all",53,1215,15100,12450,798
1925,QU,Barley,46,1290,64800,50200,3006
1925,QU,"Beans, all dry (white and coloured)",110,1130,6850,6050,753
1925,QU,Buckwheat,48,1235,76100,61500,3636
1925,QU,Corn for grain,56,1680,21000,12500,1176
1925,QU,Corn for silage,0.5,20630,751000,36400,3726
1925,QU,Flaxseed,112,545,600,1100,67
1925,QU,Mixed grains,42,1385,63400,45700,2673
1925,QU,Oats,40,1110,832900,751100,32946
1925,QU,"Peas, dry",97,1040,16850,16200,1637
1925,QU,"Rye, all",54,1130,6000,5300,326
1925,QU,Tame hay,0.96,3660,6123000,1673000,58839
1925,QU,"Wheat, all",65,1180,32400,27500,2094
1925,SK,Barley,21,1135,394000,347000,8445
1925,SK,"Beans, all dry (white and coloured)",88,1335,400,300,35
1925,SK,Corn for silage,0.98,519,41000,7900,402
1925,SK,Flaxseed,72,440,123700,280000,8951
1925,SK,Mixed grains,23,970,6200,6400,142
1925,SK,Oats,23,1040,1578000,1518000,35528
1925,SK,"Peas, dry",64,1585,950,600,61
1925,SK,"Rye, all",28,945,72700,77000,2063
1925,SK,"Rye, fall remaining",28,980,56000,NA,1588
1925,SK,"Rye, spring",28,835,16700,20000,475
1925,SK,Tame hay,1.16,2440,122000,50000,1421
1925,SK,"Wheat, all",46,1265,6408000,5062000,294281
1926,AB,Barley,19,1185,199000,168000,3841
1926,AB,"Beans, all dry (white and coloured)",107,1000,150,150,16
1926,AB,Corn for silage,0.82,5750,23000,4000,188
1926,AB,Flaxseed,60,420,2100,5000,125
1926,AB,Mixed grains,26,1500,5100,3400,134
1926,AB,Oats,25,1145,886000,775000,21842
1926,AB,"Peas, dry",80,1125,450,400,36
1926,AB,"Rye, all",27,740,34800,47000,934
1926,AB,"Rye, fall remaining",27,740,23000,NA,619
1926,AB,"Rye, spring",27,740,11800,16000,315
1926,AB,Sugar beets,0.85,16100,33800,2100,288
1926,AB,Tame hay,1.32,4460,312000,70000,4106
1926,AB,"Wheat, all",39,1245,3102000,2493000,119686
1926,BC,Barley,39,1585,4600,2900,178
1926,BC,"Beans, all dry (white and coloured)",98,1500,450,300,44
1926,BC,Corn for silage,0.97,23080,60000,2600,581
1926,BC,Flaxseed,57,875,350,400,20
1926,BC,Mixed grains,44,1860,3350,1800,147
1926,BC,Oats,41,1370,45800,33400,1872
1926,BC,"Peas, dry",83,1460,1750,1200,146
1926,BC,"Rye, all",42,715,2000,2800,84
1926,BC,Tame hay,1.82,4910,373000,76000,6804
1926,BC,"Wheat, all",50,1635,35000,21400,1749
1926,CA,Barley,24,1475,2177350,1475400,52059
1926,CA,"Beans, all dry (white and coloured)",97,1090,31500,28850,3060
1926,CA,Buckwheat,40,1160,215150,185100,8598
1926,CA,Corn for grain,39,2325,198500,85300,7780
1926,CA,Corn for silage,0.54,19680,4073000,207000,21926
1926,CA,Flaxseed,64,510,152300,298500,9688
1926,CA,Mixed grains,32,1790,691600,386550,22385
1926,CA,Oats,31,1145,5912200,5156500,184098
1926,CA,"Peas, dry",64,1220,71750,58800,4610
1926,CA,"Rye, all",30,1010,309300,306350,9431
1926,CA,"Rye, fall remaining",31,1035,261400,NA,8064
1926,CA,"Rye, spring",29,880,47900,54300,1367
1926,CA,Sugar beets,0.73,24400,461100,18900,3350
1926,CA,Tame hay,1.35,3490,14624000,4187000,197887
1926,CA,"Wheat, all",40,1195,11080950,9265650,442221
1926,MA,Barley,23,1555,1108000,712000,24931
1926,MA,Buckwheat,36,845,4300,5100,156
1926,MA,Corn for silage,0.72,14520,90000,6200,644
1926,MA,Flaxseed,64,660,52100,79000,3323
1926,MA,Mixed grains,24,1535,6900,4500,168
1926,MA,Oats,28,1215,814000,670000,22695
1926,MA,"Peas, dry",69,1100,550,500,38
1926,MA,"Rye, all",30,995,90700,91300,2700
1926,MA,"Rye, fall remaining",30,1000,81000,NA,2418
1926,MA,"Rye, spring",29,940,9700,10300,282
1926,MA,Tame hay,1.11,3900,312000,80000,3471
1926,MA,"Wheat, all",40,1520,1283000,844000,51375
1926,MP,Barley,49,1430,10850,7600,532
1926,MP,Mixed grains,39,1775,20650,11650,803
1926,MP,Oats,44,1155,224100,194000,9930
1926,MP,Tame hay,1.3,3510,1893000,539000,24564
1926,MP,"Wheat, all",57,1175,24250,20650,1390
1926,NB,Barley,43,1115,2950,2650,126
1926,NB,"Beans, all dry (white and coloured)",142,910,500,550,71
1926,NB,Buckwheat,41,1115,20500,18400,837
1926,NB,Corn for silage,0.45,21250,34000,1600,152
1926,NB,Mixed grains,41,1610,1850,1150,76
1926,NB,Oats,46,955,78950,82850,3634
1926,NB,"Peas, dry",84,835,500,600,42
1926,NB,"Rye, all",60,1000,100,100,6
1926,NB,Tame hay,1.18,3270,738000,226000,8740
1926,NB,"Wheat, all",65,1115,4900,4400,320
1926,NS,Barley,58,1475,4200,2850,243
1926,NS,"Beans, all dry (white and coloured)",161,1065,800,750,129
1926,NS,Buckwheat,55,1230,3750,3050,208
1926,NS,Corn for silage,0.44,18000,9000,500,40
1926,NS,Mixed grains,46,1555,2800,1800,129
1926,NS,Oats,51,1285,59350,46150,3014
1926,NS,"Peas, dry",120,1165,350,300,42
1926,NS,"Rye, all",40,2000,100,50,4
1926,NS,Tame hay,1.46,3630,766000,211000,11183
1926,NS,"Wheat, all",58,1125,4050,3600,235
1926,ON,Barley,31,1730,314500,181700,9754
1926,ON,"Beans, all dry (white and coloured)",93,1065,22300,20900,2081
1926,ON,Buckwheat,36,1140,108300,95100,3882
1926,ON,Corn for grain,37,2395,175000,73000,6473
1926,ON,Corn for silage,0.52,21290,3172000,149000,16646
1926,ON,Flaxseed,83,630,1950,3100,161
1926,ON,Mixed grains,31,1870,583300,312000,18232
1926,ON,Oats,34,1290,1476200,1146000,49644
1926,ON,"Peas, dry",54,1290,51150,39600,2755
1926,ON,"Rye, all",35,1090,38100,35000,1351
1926,ON,Sugar beets,0.72,25400,427300,16800,3062
1926,ON,Tame hay,1.42,3850,6431000,1672000,91315
1926,ON,"Wheat, all",46,1685,628900,373700,28888
1926,ON,"Wheat, spring",48,1260,58900,46700,2835
1926,ON,"Wheat, winter remaining",46,1745,570000,NA,26053
1926,PP,Barley,22,1445,1784000,1233000,38623
1926,PP,Corn for silage,0.84,9140,159000,17400,1342
1926,PP,Flaxseed,63,510,149300,294000,9438
1926,PP,Mixed grains,26,1430,20900,14600,533
1926,PP,Oats,27,1120,3399000,3032000,90818
1926,PP,"Peas, dry",70,1095,1750,1600,123
1926,PP,"Rye, all",29,1000,263900,263300,7670
1926,PP,Sugar beets,0.85,16100,33800,2100,288
1926,PP,Tame hay,1.14,3810,801000,210000,9167
1926,PP,"Wheat, all",39,1175,10363000,8824000,408279
1926,PEI,Barley,44,1760,3700,2100,163
1926,PEI,Buckwheat,40,1610,1850,1150,74
1926,PEI,Corn for silage,0.38,1333,4000,300,15
1926,PEI,Mixed grains,37,1840,16000,8700,598
1926,PEI,Oats,38,1320,85800,65000,3282
1926,PEI,"Peas, dry",80,1000,100,100,8
1926,PEI,Tame hay,1.19,3810,389000,102000,4641
1926,PEI,"Wheat, all",55,1210,15300,12650,835
1926,QU,Barley,47,1265,63400,50200,2972
1926,QU,"Beans, all dry (white and coloured)",100,1180,6950,5900,694
1926,QU,Buckwheat,45,1225,76450,62300,3441
1926,QU,Corn for grain,56,1910,23500,12300,1307
1926,QU,Corn for silage,0.5,17840,635000,35600,3150
1926,QU,Flaxseed,99,700,700,1000,69
1926,QU,Mixed grains,42,1365,63400,46500,2670
1926,QU,Oats,41,1020,767100,751100,31834
1926,QU,"Peas, dry",93,1050,16150,15400,1494
1926,QU,"Rye, all",62,1000,5100,5100,316
1926,QU,Tame hay,1.29,3030,5126000,1690000,66037
1926,QU,"Wheat, all",64,1150,29800,25900,1915
1926,SK,Barley,21,1350,477000,353000,9851
1926,SK,"Beans, all dry (white and coloured)",71,1165,350,300,25
1926,SK,Corn for silage,1.11,639,46000,7200,510
1926,SK,Flaxseed,63,455,95100,210000,5990
1926,SK,Mixed grains,26,1330,8900,6700,231
1926,SK,Oats,27,1070,1699000,1587000,46281
1926,SK,"Peas, dry",65,1070,750,700,49
1926,SK,"Rye, all",29,1105,138400,125000,4036
1926,SK,"Rye, fall remaining",29,1155,112000,NA,3266
1926,SK,"Rye, spring",29,945,26400,28000,770
1926,SK,Tame hay,0.9,2950,177000,60000,1590
1926,SK,"Wheat, all",40,1090,5978000,5487000,237218
1927,AB,Barley,27,1610,261000,162000,6960
1927,AB,"Beans, all dry (white and coloured)",100,1000,100,100,10
1927,AB,Corn for silage,0.74,12130,74000,6100,547
1927,AB,Flaxseed,63,1020,5100,5000,323
1927,AB,Mixed grains,26,1565,9700,6200,252
1927,AB,Oats,29,1715,1560000,910000,44510
1927,AB,"Peas, dry",80,1165,700,600,56
1927,AB,"Rye, all",30,1265,79600,63000,2436
1927,AB,"Rye, fall remaining",30,1265,48000,NA,1452
1927,AB,"Rye, spring",31,1265,31600,25000,984
1927,AB,Sugar beets,0.9,17100,30800,1800,277
1927,AB,Tame hay,1.19,5080,661000,130000,7834
1927,AB,"Wheat, all",36,1845,4662000,2530000,168003
1927,BC,Barley,41,1825,6200,3400,257
1927,BC,"Beans, all dry (white and coloured)",98,1500,450,300,44
1927,BC,Corn for silage,0.83,26150,68000,2600,563
1927,BC,Flaxseed,60,1285,450,350,27
1927,BC,Mixed grains,44,1855,3800,2050,167
1927,BC,Oats,42,1925,67400,35000,2841
1927,BC,"Peas, dry",83,1625,1950,1200,162
1927,BC,"Rye, all",41,1345,3900,2900,158
1927,BC,Tame hay,1.77,5190,410000,79000,7270
1927,BC,"Wheat, all",48,1800,41000,22800,1973
1927,CA,Barley,30,1485,2110200,1419100,64193
1927,CA,"Beans, all dry (white and coloured)",86,1045,28150,26950,2408
1927,CA,Buckwheat,41,1245,237100,190650,9727
1927,CA,Corn for grain,39,2010,108000,53700,4212
1927,CA,Corn for silage,0.49,16890,3219000,190550,15849
1927,CA,Flaxseed,61,645,124100,192150,7562
1927,CA,Mixed grains,35,1890,767850,406350,27001
1927,CA,Oats,33,1265,6780750,5358400,225879
1927,CA,"Peas, dry",65,1245,76050,61100,4959
1927,CA,"Rye, all",32,1315,395400,300650,12746
